ticket_id,account_id,created_at,priority,resolution_hours,csat_score
K008080,A07505,2025-01-01,medium,1.1,4.6
K008081,A07507,2026-01-28,low,15.4,3.5
K008082,A07507,2025-10-02,low,7.3,3.9
K008083,A07508,2025-11-19,low,9.0,4.7
K008084,A07508,2025-07-15,low,8.9,4.1
K008085,A07509,2025-06-15,low,29.2,3.9
K008086,A07509,2025-04-16,medium,12.3,4.1
K008087,A07512,2025-08-10,high,19.2,4.4
K008088,A07513,2024-02-07,medium,50.2,3.7
K008089,A07513,2024-04-02,medium,22.4,3.3
K008090,A07514,2025-04-03,medium,10.5,3.7
K008091,A07514,2025-07-26,medium,5.8,3.9
K008092,A07516,2024-11-26,low,4.4,3.8
K008093,A07516,2024-11-30,medium,15.8,4.2
K008094,A07517,2025-11-28,high,16.1,4.3
K008095,A07518,2025-05-17,medium,19.3,3.7
K008096,A07521,2024-02-08,low,4.7,4.4
K008097,A07522,2026-01-05,low,7.5,3.9
K008098,A07524,2025-08-12,low,12.8,3.2
K008099,A07524,2025-01-22,medium,19.8,4.1
K008100,A07524,2026-03-19,medium,2.1,4.8
K008101,A07524,2025-04-28,medium,11.1,4.5
K008102,A07524,2024-05-11,low,22.5,2.8
K008103,A07524,2025-04-17,medium,15.9,4.5
K008104,A07525,2024-05-15,low,6.1,4.9
K008105,A07526,2024-06-14,medium,23.1,3.4
K008106,A07528,2025-11-08,medium,31.7,3.6
K008107,A07529,2025-07-09,high,2.7,4.1
K008108,A07530,2024-09-08,medium,20.6,3.4
K008109,A07530,2025-03-27,high,11.3,3.9
K008110,A07530,2024-12-07,medium,9.7,3.7
K008111,A07531,2024-05-18,medium,73.1,2.7
K008112,A07531,2024-09-15,low,16.1,4.1
K008113,A07532,2024-03-27,medium,12.6,4.1
K008114,A07534,2025-10-13,low,7.9,3.4
K008115,A07534,2024-06-29,low,5.9,4.6
K008116,A07535,2024-10-11,medium,19.1,4.0
K008117,A07537,2025-01-08,high,30.8,3.3
K008118,A07538,2025-07-03,low,15.8,4.6
K008119,A07543,2025-10-05,high,34.5,3.7
K008120,A07544,2026-02-12,medium,18.6,4.3
K008121,A07545,2024-12-24,low,9.5,3.9
K008122,A07547,2025-11-18,low,3.9,4.1
K008123,A07547,2025-01-09,medium,12.9,4.5
K008124,A07548,2024-02-27,medium,6.4,3.8
K008125,A07549,2024-05-02,low,16.7,3.2
K008126,A07549,2024-04-10,low,5.3,4.1
K008127,A07549,2024-03-11,low,9.1,4.4
K008128,A07549,2024-03-25,low,19.7,4.0
K008129,A07550,2025-08-23,low,8.2,3.8
K008130,A07551,2025-08-27,medium,1.9,3.3
K008131,A07551,2025-08-04,low,2.7,4.3
K008132,A07552,2025-07-30,medium,5.4,3.8
K008133,A07552,2025-06-17,high,34.1,2.8
K008134,A07554,2024-09-20,medium,23.6,3.8
K008135,A07555,2025-08-05,high,36.8,3.4
K008136,A07557,2025-11-06,medium,15.5,4.2
K008137,A07558,2025-04-17,high,7.6,4.5
K008138,A07558,2025-05-03,high,7.8,3.5
K008139,A07559,2025-12-07,low,15.9,4.8
K008140,A07563,2024-04-30,medium,13.1,4.2
K008141,A07563,2024-10-04,low,5.1,3.5
K008142,A07563,2025-03-23,low,3.9,4.5
K008143,A07564,2025-12-01,low,5.2,3.8
K008144,A07564,2025-11-11,low,3.8,4.8
K008145,A07564,2025-08-26,high,33.8,3.1
K008146,A07565,2024-12-19,medium,6.7,4.0
K008147,A07568,2025-04-16,low,9.5,4.2
K008148,A07568,2025-03-16,high,21.1,4.1
K008149,A07568,2025-06-02,low,8.9,3.0
K008150,A07569,2025-09-03,low,14.0,3.7
K008151,A07569,2025-08-23,low,25.4,2.7
K008152,A07569,2025-10-17,low,6.7,3.9
K008153,A07570,2026-02-27,low,3.8,4.1
K008154,A07570,2026-02-17,low,8.4,3.9
K008155,A07571,2025-07-26,low,3.2,4.8
K008156,A07571,2025-06-08,low,13.6,4.2
K008157,A07571,2025-12-18,low,11.2,4.0
K008158,A07571,2025-11-11,high,23.7,3.9
K008159,A07573,2026-01-31,medium,8.2,4.9
K008160,A07573,2024-12-20,medium,9.6,4.5
K008161,A07574,2025-08-21,high,10.6,4.3
K008162,A07574,2026-02-26,low,11.4,3.9
K008163,A07574,2025-05-31,medium,44.5,1.9
K008164,A07576,2025-12-02,medium,2.0,4.5
K008165,A07576,2026-03-26,low,6.1,4.4
K008166,A07578,2025-10-28,low,18.5,3.8
K008167,A07581,2024-12-08,medium,14.8,3.1
K008168,A07581,2024-10-26,medium,13.2,2.9
K008169,A07582,2025-09-06,high,31.2,2.9
K008170,A07582,2025-08-25,low,12.9,4.3
K008171,A07583,2025-05-01,medium,23.3,3.8
K008172,A07584,2025-08-14,low,11.0,4.1
K008173,A07586,2024-11-20,high,10.7,4.7
K008174,A07586,2025-01-13,low,3.9,3.2
K008175,A07586,2024-12-10,low,12.1,3.3
K008176,A07587,2024-09-04,low,10.6,3.7
K008177,A07589,2025-11-10,medium,10.0,4.6
K008178,A07592,2026-03-01,low,25.0,4.3
K008179,A07592,2026-03-14,low,13.9,3.5
K008180,A07593,2025-12-23,low,10.4,4.5
K008181,A07594,2025-08-10,low,2.5,3.7
K008182,A07595,2025-09-24,low,12.7,3.9
K008183,A07596,2025-09-22,low,4.1,4.7
K008184,A07599,2024-09-20,high,5.7,3.8
K008185,A07599,2024-09-27,high,59.9,3.0
K008186,A07600,2025-02-12,medium,9.1,3.2
K008187,A07600,2026-02-01,low,7.5,4.2
K008188,A07601,2025-10-06,medium,1.8,4.7
K008189,A07601,2025-12-23,low,0.8,3.5
K008190,A07604,2026-01-31,medium,24.0,3.0
K008191,A07604,2025-07-16,medium,5.7,3.6
K008192,A07607,2025-11-30,low,7.2,4.9
K008193,A07607,2025-11-14,medium,5.2,5.0
K008194,A07607,2025-09-11,medium,5.6,5.0
K008195,A07608,2025-02-05,medium,15.0,3.4
K008196,A07610,2025-08-08,low,1.1,3.5
K008197,A07613,2025-05-23,low,6.5,4.4
K008198,A07614,2024-11-03,low,7.6,3.3
K008199,A07614,2025-07-23,low,9.5,3.6
K008200,A07616,2025-11-13,low,12.9,4.4
K008201,A07616,2025-08-29,high,8.0,3.6
K008202,A07616,2025-08-22,low,9.4,3.2
K008203,A07616,2025-09-01,medium,11.0,3.7
K008204,A07617,2024-10-30,medium,15.1,3.5
K008205,A07618,2026-02-01,medium,16.2,2.5
K008206,A07619,2026-03-30,low,4.1,3.8
K008207,A07619,2026-03-23,low,10.8,4.1
K008208,A07620,2025-07-14,medium,14.8,4.2
K008209,A07621,2025-09-13,low,8.1,4.4
K008210,A07621,2024-10-14,medium,33.9,3.8
K008211,A07622,2025-04-24,high,17.8,3.7
K008212,A07623,2025-01-12,low,7.4,3.3
K008213,A07624,2024-04-05,medium,4.6,3.7
K008214,A07625,2024-10-11,medium,14.1,3.7
K008215,A07626,2024-05-11,low,3.1,4.8
K008216,A07628,2026-03-16,low,24.4,4.2
K008217,A07628,2026-01-04,medium,15.3,4.8
K008218,A07628,2025-11-12,low,25.6,3.2
K008219,A07629,2024-10-26,low,7.7,3.6
K008220,A07629,2025-12-30,low,16.0,3.8
K008221,A07630,2025-10-14,low,5.8,4.4
K008222,A07630,2025-07-21,low,6.8,3.9
K008223,A07633,2025-09-21,low,7.9,3.6
K008224,A07634,2026-03-22,low,6.8,4.7
K008225,A07635,2024-05-25,low,9.2,4.3
K008226,A07636,2025-06-13,medium,42.2,4.1
K008227,A07636,2026-01-23,high,19.0,3.8
K008228,A07637,2025-08-31,medium,18.9,3.8
K008229,A07638,2026-01-23,medium,7.4,4.4
K008230,A07639,2025-02-13,medium,14.0,2.4
K008231,A07639,2025-02-17,medium,17.8,3.8
K008232,A07641,2024-06-06,low,7.5,4.4
K008233,A07642,2025-12-04,high,31.8,3.8
K008234,A07643,2024-12-20,medium,17.3,3.9
K008235,A07644,2025-11-26,medium,6.0,3.9
K008236,A07645,2025-11-12,high,24.9,4.4
K008237,A07645,2025-12-23,low,9.3,5.0
K008238,A07645,2025-04-01,low,8.0,4.6
K008239,A07645,2026-02-27,medium,13.9,4.4
K008240,A07646,2025-01-15,low,22.1,3.6
K008241,A07646,2025-03-15,low,12.5,3.0
K008242,A07646,2025-12-07,high,20.7,3.6
K008243,A07649,2024-09-01,medium,7.0,4.2
K008244,A07649,2025-06-05,high,6.9,4.1
K008245,A07650,2025-05-12,medium,6.6,3.8
K008246,A07650,2025-04-13,low,19.1,2.2
K008247,A07651,2025-06-30,low,1.4,3.5
K008248,A07652,2025-03-19,medium,10.8,4.4
K008249,A07653,2025-06-04,medium,7.0,4.6
K008250,A07654,2024-03-31,medium,22.7,3.0
K008251,A07656,2026-03-14,low,2.4,4.2
K008252,A07656,2025-12-12,low,23.1,4.2
K008253,A07657,2025-09-29,low,23.5,4.0
K008254,A07658,2025-07-31,medium,8.4,4.6
K008255,A07660,2026-03-29,medium,16.4,3.3
K008256,A07663,2025-06-05,medium,12.7,2.7
K008257,A07663,2025-03-24,medium,28.5,2.9
K008258,A07664,2025-09-12,low,9.3,4.6
K008259,A07664,2025-11-18,low,5.3,3.3
K008260,A07665,2024-04-22,low,9.7,4.8
K008261,A07668,2026-02-10,low,10.0,3.4
K008262,A07670,2025-11-05,medium,1.4,4.9
K008263,A07672,2025-09-08,low,18.8,3.8
K008264,A07672,2025-09-07,medium,8.6,4.5
K008265,A07673,2026-02-11,low,41.0,3.7
K008266,A07674,2025-08-15,medium,7.0,3.0
K008267,A07674,2025-08-31,medium,8.2,4.3
K008268,A07677,2025-05-30,low,6.5,4.3
K008269,A07678,2026-03-02,low,11.1,3.1
K008270,A07679,2026-02-10,low,0.6,3.8
K008271,A07681,2026-02-15,low,3.5,4.3
K008272,A07681,2025-11-17,low,10.2,3.5
K008273,A07681,2025-12-10,medium,6.0,3.2
K008274,A07681,2025-10-18,low,35.0,4.0
K008275,A07682,2025-03-07,low,5.4,4.3
K008276,A07682,2025-06-13,medium,14.7,2.6
K008277,A07683,2024-11-21,low,20.1,4.0
K008278,A07683,2026-03-16,low,17.6,3.9
K008279,A07687,2025-11-13,high,19.3,3.4
K008280,A07688,2025-12-17,medium,7.8,4.9
K008281,A07689,2025-04-27,low,1.0,3.8
K008282,A07690,2024-12-18,high,11.4,5.0
K008283,A07690,2025-04-06,medium,20.0,3.2
K008284,A07690,2024-09-02,medium,4.1,4.6
K008285,A07691,2024-01-26,high,30.8,3.9
K008286,A07691,2024-01-20,medium,14.5,2.9
K008287,A07691,2024-01-17,low,10.6,4.3
K008288,A07692,2024-10-19,medium,11.8,4.0
K008289,A07692,2024-11-15,low,23.4,5.0
K008290,A07695,2024-07-06,low,17.4,4.3
K008291,A07696,2026-01-27,low,8.3,3.6
K008292,A07697,2025-08-07,low,9.3,3.8
K008293,A07697,2025-04-23,medium,4.8,5.0
K008294,A07699,2025-05-23,medium,19.3,3.8
K008295,A07699,2024-12-30,medium,7.5,4.7
K008296,A07699,2024-09-04,low,1.4,2.5
K008297,A07700,2025-02-24,low,7.1,4.1
K008298,A07700,2025-01-09,low,12.3,3.5
K008299,A07701,2024-08-05,high,27.5,3.3
K008300,A07701,2025-08-14,medium,6.6,4.2
K008301,A07703,2025-03-19,high,7.0,3.8
K008302,A07704,2025-12-15,low,8.9,4.2
K008303,A07705,2025-03-27,medium,3.5,4.1
K008304,A07705,2024-12-20,low,13.9,4.8
K008305,A07705,2024-12-11,high,11.0,4.0
K008306,A07705,2025-05-02,medium,3.0,4.3
K008307,A07706,2025-08-23,high,18.9,2.4
K008308,A07706,2024-11-21,medium,13.6,4.2
K008309,A07707,2024-10-24,low,10.7,4.4
K008310,A07708,2024-11-05,low,17.5,3.4
K008311,A07708,2024-11-23,medium,5.4,4.5
K008312,A07708,2024-12-16,low,6.8,3.3
K008313,A07709,2026-01-13,medium,22.3,2.7
K008314,A07710,2025-03-18,medium,12.7,4.5
K008315,A07712,2025-10-05,medium,10.8,4.9
K008316,A07712,2025-11-06,low,7.9,3.6
K008317,A07713,2025-03-27,low,3.8,4.4
K008318,A07714,2025-01-18,low,3.9,4.5
K008319,A07715,2024-08-03,medium,4.1,4.8
K008320,A07716,2025-06-29,high,20.5,4.1
K008321,A07717,2025-02-16,low,5.7,5.0
K008322,A07718,2025-11-11,low,35.3,3.6
K008323,A07719,2025-11-06,medium,5.0,3.9
K008324,A07719,2025-06-07,high,26.2,3.5
K008325,A07719,2025-07-09,medium,13.7,5.0
K008326,A07721,2025-06-22,medium,6.0,4.1
K008327,A07722,2025-07-08,low,22.4,3.9
K008328,A07723,2025-07-21,low,17.4,3.5
K008329,A07725,2025-08-15,low,38.8,2.4
K008330,A07727,2024-09-14,medium,11.0,4.7
K008331,A07728,2025-11-10,low,2.3,3.4
K008332,A07728,2025-02-17,medium,19.8,3.5
K008333,A07729,2026-01-21,medium,27.6,3.6
K008334,A07729,2025-11-30,high,36.5,3.4
K008335,A07731,2025-08-17,low,13.9,4.1
K008336,A07732,2025-02-09,medium,11.1,3.8
K008337,A07732,2025-05-05,low,9.9,4.4
K008338,A07733,2025-12-11,medium,16.0,3.8
K008339,A07734,2025-03-05,low,9.5,3.3
K008340,A07734,2025-02-07,low,13.1,2.9
K008341,A07736,2024-12-03,medium,5.5,4.3
K008342,A07737,2026-03-22,low,13.4,3.5
K008343,A07737,2025-12-29,high,26.7,3.1
K008344,A07737,2025-09-16,low,10.4,4.3
K008345,A07739,2024-07-29,low,10.8,4.9
K008346,A07739,2024-03-14,medium,9.1,3.5
K008347,A07739,2024-08-19,high,4.6,3.7
K008348,A07739,2024-09-16,medium,20.4,3.5
K008349,A07739,2024-05-15,low,8.7,4.4
K008350,A07739,2024-09-22,low,5.2,4.7
K008351,A07739,2024-07-25,low,27.0,3.2
K008352,A07742,2024-10-30,low,10.6,4.0
K008353,A07742,2025-05-11,medium,12.2,3.6
K008354,A07742,2025-03-07,low,33.6,3.8
K008355,A07743,2026-01-19,medium,17.7,4.5
K008356,A07745,2026-01-16,medium,8.2,5.0
K008357,A07747,2025-08-30,high,24.5,3.9
K008358,A07748,2025-03-19,high,30.7,2.5
K008359,A07752,2025-01-03,low,13.5,4.5
K008360,A07753,2026-03-11,medium,32.2,3.5
K008361,A07753,2026-01-10,medium,12.5,4.0
K008362,A07754,2025-09-15,high,12.6,3.6
K008363,A07755,2026-01-31,medium,2.5,5.0
K008364,A07755,2025-08-31,low,6.2,3.5
K008365,A07757,2024-03-31,low,12.8,3.0
K008366,A07760,2025-03-17,high,22.5,2.3
K008367,A07761,2025-12-16,low,17.5,3.2
K008368,A07763,2024-11-12,low,13.3,4.6
K008369,A07763,2025-01-05,medium,15.6,2.8
K008370,A07764,2024-12-22,medium,9.9,3.8
K008371,A07765,2025-08-13,low,5.8,4.2
K008372,A07767,2025-11-16,medium,14.5,4.2
K008373,A07768,2024-11-25,medium,18.3,3.5
K008374,A07769,2026-02-09,low,4.5,4.5
K008375,A07769,2025-12-01,medium,5.0,4.4
K008376,A07769,2026-02-19,low,7.9,4.7
K008377,A07770,2025-09-11,low,11.8,3.6
K008378,A07771,2024-12-21,low,16.9,3.4
K008379,A07771,2025-04-26,high,24.8,4.5
K008380,A07772,2025-11-12,low,7.6,3.4
K008381,A07776,2025-08-28,low,3.8,4.1
K008382,A07779,2025-12-18,medium,15.7,2.7
K008383,A07779,2025-11-27,high,34.7,3.1
K008384,A07779,2024-06-26,low,3.6,4.4
K008385,A07779,2025-01-08,low,7.3,4.1
K008386,A07780,2025-05-10,medium,17.5,3.2
K008387,A07780,2025-05-04,medium,1.7,3.2
K008388,A07780,2025-09-11,high,7.4,4.2
K008389,A07782,2025-06-03,medium,27.0,2.8
K008390,A07782,2025-08-19,low,19.0,3.1
K008391,A07783,2024-11-23,low,13.3,4.4
K008392,A07784,2026-01-03,low,5.0,3.5
K008393,A07785,2026-03-08,high,16.5,4.6
K008394,A07786,2025-09-26,low,14.2,4.2
K008395,A07786,2026-01-20,medium,3.6,4.1
K008396,A07786,2025-11-08,medium,29.1,3.7
K008397,A07787,2025-06-28,low,1.4,4.4
K008398,A07788,2025-07-16,low,0.5,4.6
K008399,A07790,2024-06-07,high,45.3,4.7
K008400,A07792,2026-02-16,low,3.8,5.0
K008401,A07792,2025-08-03,high,43.7,3.8
K008402,A07793,2025-08-12,medium,5.7,4.1
K008403,A07795,2025-04-24,medium,9.3,3.3
K008404,A07795,2026-01-22,low,5.3,3.8
K008405,A07796,2025-04-25,low,2.5,3.3
K008406,A07797,2025-03-17,medium,19.6,3.7
K008407,A07797,2025-03-04,low,13.5,4.2
K008408,A07800,2026-03-21,low,9.3,4.1
K008409,A07800,2025-08-08,medium,20.5,4.5
K008410,A07803,2024-08-30,medium,5.0,3.8
K008411,A07806,2026-03-12,low,0.7,4.8
K008412,A07807,2025-07-04,medium,8.6,4.6
K008413,A07807,2025-06-28,medium,2.5,4.2
K008414,A07807,2025-12-22,medium,4.9,3.6
K008415,A07810,2024-02-16,high,23.0,3.4
K008416,A07811,2025-02-06,medium,11.8,4.2
K008417,A07811,2025-07-06,low,32.2,3.9
K008418,A07813,2026-03-23,low,2.8,4.6
K008419,A07813,2025-05-22,high,6.1,4.9
K008420,A07815,2026-03-28,low,2.9,4.8
K008421,A07817,2025-04-18,low,2.9,4.5
K008422,A07817,2025-06-08,low,7.4,4.6
K008423,A07819,2025-11-28,high,41.6,2.8
K008424,A07821,2025-09-01,medium,20.7,3.5
K008425,A07822,2026-01-29,medium,3.9,5.0
K008426,A07823,2024-09-11,low,24.9,3.2
K008427,A07826,2025-06-08,high,45.6,3.6
K008428,A07826,2024-05-24,medium,6.3,5.0
K008429,A07827,2025-08-26,low,33.0,3.6
K008430,A07828,2025-07-03,medium,18.3,4.2
K008431,A07828,2024-12-03,medium,1.9,4.0
K008432,A07830,2024-05-14,high,8.0,4.0
K008433,A07830,2024-06-27,medium,13.3,4.1
K008434,A07832,2025-04-03,medium,3.9,4.1
K008435,A07832,2025-03-13,low,9.1,3.5
K008436,A07835,2025-06-17,medium,13.3,4.2
K008437,A07836,2025-06-17,medium,3.9,4.2
K008438,A07837,2024-08-05,medium,12.7,3.6
K008439,A07838,2025-07-09,medium,12.8,3.7
K008440,A07838,2026-01-29,low,14.6,4.0
K008441,A07838,2025-04-07,low,2.7,4.2
K008442,A07839,2025-04-21,low,19.2,4.2
K008443,A07840,2025-04-11,low,34.9,2.9
K008444,A07840,2025-07-03,high,40.7,3.0
K008445,A07841,2025-08-01,medium,9.9,3.9
K008446,A07843,2024-09-10,low,8.3,4.9
K008447,A07844,2025-01-28,medium,18.1,4.4
K008448,A07844,2025-07-24,low,9.4,4.8
K008449,A07845,2024-06-13,medium,3.0,4.0
K008450,A07845,2024-07-13,low,10.7,4.1
K008451,A07846,2026-03-06,medium,6.7,3.6
K008452,A07846,2025-09-16,medium,21.0,2.6
K008453,A07848,2025-07-09,medium,12.8,3.0
K008454,A07848,2025-07-09,low,11.0,3.3
K008455,A07848,2025-02-11,low,8.5,3.7
K008456,A07852,2025-09-14,medium,30.8,3.5
K008457,A07852,2025-08-26,low,9.8,4.3
K008458,A07853,2026-01-21,low,17.1,4.4
K008459,A07853,2025-12-16,low,15.7,3.2
K008460,A07857,2025-06-19,medium,0.7,3.7
K008461,A07857,2024-12-01,medium,14.7,4.1
K008462,A07859,2025-10-15,low,9.8,3.5
K008463,A07859,2025-12-25,medium,14.8,3.3
K008464,A07861,2025-07-14,low,6.6,4.4
K008465,A07861,2025-11-18,low,26.3,4.4
K008466,A07861,2025-04-14,low,27.6,3.3
K008467,A07862,2024-07-08,low,13.0,2.9
K008468,A07865,2025-05-08,low,10.4,3.3
K008469,A07865,2025-05-18,low,8.9,3.8
K008470,A07865,2025-05-25,low,31.1,3.8
K008471,A07865,2025-06-23,low,14.8,3.9
K008472,A07865,2025-05-14,low,12.1,4.0
K008473,A07867,2024-10-30,high,15.7,3.4
K008474,A07867,2024-12-21,low,5.4,3.0
K008475,A07868,2025-06-27,medium,5.4,3.6
K008476,A07873,2025-03-08,low,16.6,4.1
K008477,A07874,2025-01-18,medium,18.1,2.6
K008478,A07874,2025-01-10,low,22.8,4.1
K008479,A07874,2024-07-08,low,0.6,3.9
K008480,A07875,2025-08-03,high,7.7,5.0
K008481,A07876,2025-01-21,high,15.7,4.6
K008482,A07877,2026-02-22,low,11.9,3.7
K008483,A07877,2025-02-17,low,17.7,3.7
K008484,A07877,2025-03-20,low,2.1,4.5
K008485,A07878,2025-12-15,medium,23.7,4.1
K008486,A07880,2025-09-26,low,5.4,3.9
K008487,A07880,2025-09-28,medium,14.0,5.0
K008488,A07880,2025-09-28,low,6.8,4.7
K008489,A07881,2024-07-18,medium,5.0,4.7
K008490,A07881,2025-11-27,high,16.1,3.5
K008491,A07881,2024-09-20,high,48.6,2.6
K008492,A07882,2024-02-13,high,29.3,3.9
K008493,A07883,2025-07-25,high,25.3,3.6
K008494,A07888,2024-10-17,medium,16.5,4.6
K008495,A07889,2025-03-27,low,9.2,3.9
K008496,A07889,2025-04-17,low,4.6,3.9
K008497,A07890,2025-11-26,medium,12.5,4.4
K008498,A07890,2025-06-08,medium,2.0,3.2
K008499,A07891,2025-10-16,low,4.5,5.0
K008500,A07894,2025-11-11,high,8.8,3.9
K008501,A07896,2025-09-01,low,6.9,4.7
K008502,A07896,2025-08-30,low,24.2,2.9
K008503,A07897,2025-01-12,low,8.1,5.0
K008504,A07899,2025-11-06,medium,7.3,3.3
K008505,A07899,2025-10-27,medium,3.2,4.1
K008506,A07900,2024-09-16,low,10.6,4.5
K008507,A07902,2025-04-27,low,3.8,3.5
K008508,A07905,2026-02-19,low,9.8,4.2
K008509,A07906,2024-05-17,high,47.7,2.4
K008510,A07906,2024-07-10,low,6.2,4.3
K008511,A07906,2024-05-17,high,53.9,3.2
K008512,A07906,2024-06-19,low,8.8,4.2
K008513,A07909,2024-12-24,low,10.4,4.5
K008514,A07912,2024-07-31,medium,7.7,4.1
K008515,A07913,2025-11-13,low,4.8,3.2
K008516,A07913,2025-09-23,high,25.2,2.9
K008517,A07914,2025-08-18,low,10.5,3.3
K008518,A07917,2025-12-05,medium,9.2,4.3
K008519,A07917,2025-11-21,low,4.6,3.6
K008520,A07919,2025-11-27,low,13.1,3.8
K008521,A07919,2026-02-26,low,20.5,4.2
K008522,A07920,2025-06-01,medium,4.2,3.8
K008523,A07921,2025-03-17,low,14.0,4.0
K008524,A07922,2025-03-21,medium,8.7,4.0
K008525,A07923,2025-06-27,low,11.5,4.9
K008526,A07926,2024-08-06,medium,11.1,3.3
K008527,A07928,2026-03-28,low,14.3,3.6
K008528,A07928,2025-09-05,high,42.4,3.5
K008529,A07928,2025-07-28,medium,9.5,5.0
K008530,A07930,2025-08-12,low,3.2,4.2
K008531,A07931,2025-09-06,low,5.3,4.5
K008532,A07931,2025-08-25,medium,13.4,4.6
K008533,A07932,2025-01-27,low,13.2,4.4
K008534,A07932,2025-01-25,low,14.4,5.0
K008535,A07934,2024-07-13,medium,7.1,3.3
K008536,A07934,2024-08-30,low,21.4,4.2
K008537,A07935,2025-07-17,low,26.7,4.1
K008538,A07935,2025-04-30,high,30.0,3.2
K008539,A07936,2025-10-11,low,19.9,3.7
K008540,A07938,2025-01-05,low,4.2,3.8
K008541,A07938,2024-11-01,high,13.4,4.4
K008542,A07939,2024-09-19,low,7.9,4.2
K008543,A07940,2025-05-17,low,9.6,3.5
K008544,A07940,2025-03-15,medium,12.2,4.3
K008545,A07941,2024-04-16,medium,15.4,2.9
K008546,A07941,2024-09-28,medium,6.5,5.0
K008547,A07941,2024-05-02,low,17.1,3.8
K008548,A07941,2024-10-18,medium,12.7,4.3
K008549,A07942,2024-10-11,medium,7.8,4.5
K008550,A07942,2024-11-10,medium,5.1,3.1
K008551,A07944,2025-11-29,low,11.7,4.3
K008552,A07945,2026-01-09,low,24.9,3.5
K008553,A07945,2025-02-07,medium,9.4,4.4
K008554,A07945,2026-02-28,low,6.2,5.0
K008555,A07946,2024-07-26,high,3.3,4.4
K008556,A07948,2024-10-10,low,20.5,4.7
K008557,A07948,2024-09-27,low,15.2,3.1
K008558,A07949,2026-03-25,low,11.5,4.3
K008559,A07950,2025-09-21,medium,19.7,4.5
K008560,A07951,2025-08-03,high,15.4,3.6
K008561,A07951,2025-02-21,medium,13.4,3.9
K008562,A07951,2025-04-19,high,37.2,3.4
K008563,A07951,2025-05-29,high,3.7,3.5
K008564,A07952,2025-02-05,low,1.9,4.4
K008565,A07953,2026-03-28,medium,22.6,3.7
K008566,A07955,2026-02-03,medium,6.6,4.5
K008567,A07957,2025-01-07,high,19.3,3.4
K008568,A07959,2024-07-22,medium,10.0,4.7
K008569,A07959,2025-03-17,medium,2.0,4.3
K008570,A07959,2025-03-29,medium,15.4,3.4
K008571,A07959,2025-03-26,low,5.6,4.3
K008572,A07960,2025-11-30,low,11.2,3.2
K008573,A07961,2025-07-21,low,21.7,3.5
K008574,A07961,2024-11-13,low,16.4,3.5
K008575,A07961,2024-04-23,high,8.6,3.6
K008576,A07961,2025-06-05,medium,23.8,2.9
K008577,A07961,2024-04-27,low,10.8,4.3
K008578,A07962,2026-02-01,low,8.8,4.8
K008579,A07963,2025-11-07,low,1.3,4.6
K008580,A07964,2025-11-28,high,33.9,2.9
K008581,A07964,2025-11-28,low,4.5,4.5
K008582,A07965,2024-05-15,low,18.8,3.7
K008583,A07966,2025-12-08,low,39.1,3.0
K008584,A07967,2025-01-04,medium,30.6,2.9
K008585,A07968,2025-11-02,low,21.7,3.4
K008586,A07968,2025-09-05,low,5.7,4.2
K008587,A07968,2025-07-08,high,4.5,3.2
K008588,A07970,2024-07-02,medium,22.7,4.3
K008589,A07974,2024-03-04,low,6.8,3.7
K008590,A07974,2024-02-13,medium,5.3,3.9
K008591,A07975,2026-01-13,high,41.8,2.3
K008592,A07976,2025-08-14,low,5.5,4.0
K008593,A07976,2026-01-17,low,4.9,4.4
K008594,A07977,2025-10-12,high,18.4,4.2
K008595,A07977,2025-09-26,low,23.2,4.2
K008596,A07977,2025-09-22,low,7.5,3.7
K008597,A07978,2025-09-22,low,4.0,3.7
K008598,A07978,2025-10-02,low,25.2,4.5
K008599,A07980,2025-07-16,medium,28.2,3.1
K008600,A07980,2025-06-01,high,25.1,3.4
K008601,A07984,2025-11-04,medium,14.7,4.1
K008602,A07984,2026-02-25,medium,2.3,3.6
K008603,A07984,2026-03-22,low,6.8,3.9
K008604,A07984,2026-03-16,medium,4.5,4.1
K008605,A07984,2025-10-15,low,10.4,5.0
K008606,A07986,2025-04-09,medium,20.5,4.1
K008607,A07987,2026-01-21,medium,8.0,4.3
K008608,A07988,2026-03-29,low,9.3,4.4
K008609,A07989,2026-01-20,low,4.1,3.2
K008610,A07990,2025-11-14,low,18.7,3.7
K008611,A07991,2025-06-27,low,24.3,3.5
K008612,A07991,2025-08-02,low,12.0,3.8
K008613,A07992,2025-10-13,medium,4.9,5.0
K008614,A07993,2024-05-16,low,19.3,3.9
K008615,A07997,2024-06-01,medium,4.5,4.1
K008616,A07998,2025-01-06,low,4.2,4.8
K008617,A07998,2025-08-11,medium,1.8,4.6
K008618,A07998,2026-02-12,low,12.6,2.7
K008619,A07999,2024-07-04,low,9.6,3.6
K008620,A08002,2025-11-25,medium,11.6,3.6
K008621,A08002,2026-02-11,low,24.5,2.4
K008622,A08002,2025-10-24,high,11.2,3.8
K008623,A08003,2025-08-16,low,2.5,4.4
K008624,A08004,2026-02-01,medium,12.9,4.3
K008625,A08004,2025-07-11,low,2.2,4.6
K008626,A08005,2025-09-08,high,12.8,4.3
K008627,A08005,2026-02-14,low,22.8,4.3
K008628,A08008,2025-08-30,low,15.5,4.1
K008629,A08009,2025-11-28,high,7.4,3.9
